StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_consent_First Click,timing_consent_Last Click,timing_consent_Page Submit,timing_consent_Click Count,browser_meta_Browser,browser_meta_Version,browser_meta_Operating System,browser_meta_Resolution,consent_question,timing_screening_First Click,timing_screening_Last Click,timing_screening_Page Submit,timing_screening_Click Count,expert_training,expert_job,age,recall_email,gender,gender_3_TEXT,ethnicity,ethnicity_9_TEXT,timing_elicitation_First Click,timing_elicitation_Last Click,timing_elicitation_Page Submit,timing_elicitation_Click Count,elicitation1,elicitation2,elicitation3,timing_choose_First Click,timing_choose_Last Click,timing_choose_Page Submit,timing_choose_Click Count,brief_summary,describe_suspicious,describe_hard,describe_ask,timing_noticing_First Click,timing_noticing_Last Click,timing_noticing_Page Submit,timing_noticing_Click Count,notice1,notice2,attention,notice3,notice3_4_TEXT,notice4,notice4_3_TEXT,notice5,notice5_5_TEXT,timing_expecting_First Click,timing_expecting_Last Click,timing_expecting_Page Submit,timing_expecting_Click Count,expect1,expect2,expect3,expect4,expect5,expect6,timing_suspecting_First Click,timing_suspecting_Last Click,timing_suspecting_Page Submit,timing_suspecting_Click Count,suspect1,suspect3,suspect2,suspect4,suspect5,suspect5_sure_1,timing_deciding_First Click,timing_deciding_Last Click,timing_deciding_Page Submit,timing_deciding_Click Count,investigate1,investigate1_9_TEXT,investigate2,decide,decide_sure_1,act,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,harm,timing_full_story_First Click,timing_full_story_Last Click,timing_full_story_Page Submit,timing_full_story_Click Count,full_story,full_story_easy,timing_demographics_First Click,timing_demographics_Last Click,timing_demographics_Page Submit,timing_demographics_Click Count,education,employment,income,digital_literacy_1,digital_literacy_2,digital_literacy_3,digital_literacy_4,digital_literacy_5,digital_literacy_6,digital_literacy_7,digital_literacy_8,digital_literacy_9,victim,Q_TotalDuration,UserAgent,ResponseID,excluded,rid,RISN,V,opp,field,gc,term,LS
2020-02-12 19:49:03,2020-02-12 20:43:43,IP Address,100,3279,TRUE,2020-02-12 20:43:44,R_3Lcd0KCoV9BzVwe,,,,,anonymous,EN,0.745,1155.012,1156.758,2,Chrome,79.0.3945.119,CrOS x86_64 12607.81.0,1920x1080,I agree,1.993,1.993,6.874,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,"Mozilla/5.0 (X11; CrOS x86_64 12607.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.119 Safari/537.36",R_3Lcd0KCoV9BzVwe,ineligible,5e449cbf-04b5-9b01-beaa-df779f8b84d6,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 20:46:13,2020-02-12 20:47:01,IP Address,100,48,TRUE,2020-02-12 20:47:02,R_rdPud9dIk04cWvD,,,,,anonymous,EN,2.364,6.001,7.596,4,Chrome,80.0.3987.100,Windows NT 10.0,1366x768,I agree,3.102,3.102,4.301,1,I'm not sure,No,26,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",R_rdPud9dIk04cWvD,ineligible,5e44aa29-625e-7f4d-5bca-c48bbada4635,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 20:30:31,2020-02-12 20:48:19,IP Address,100,1067,TRUE,2020-02-12 20:48:19,R_umEXziN2ul1fL57,,,,,anonymous,EN,45.504,45.504,48.259,1,Chrome,80.0.3987.100,Windows NT 6.3,1366x768,I agree,3.733,4.529,5.4,2,No,No,20,"Yes, I have received email messages like this in the past.",Woman,,Black or African American,,27.42,133.463,165.165,3,"It can contain links to some, rather dodgy websites. Contain malware, viruses. ","Usually, awful grammar and spelling. Some are better refined nowadays but the ones I have ever received, just screamed danger. ",Most commonly shady porn sites -- or seemingly porn sites. ,13.807,176.695,186.652,4,"Someone posing as a lonely girl, wanting company. Nothing. It didn't click on any links, I'm not stupid or crazy. I just left it be. ","Terrible grammar, spelling, sketchy short length.",It wasn't hard. I just ignored it. ,Click on the links it provided. ,11.779,31.868,33.212,7,"Other people the email was sent to,Link(s) in the email,What the email was about,Formatting or colors in the email,Mistakes or poor quality",Within the last year,Somewhat disagree,Personal Email account,,"Other (please describe, briefly)",Sex,Other (please describe),A bot ,8.15,31.609,33.291,6,Somewhat agree,No,No,I did not know the sender,No,Strongly agree,6.199,58.459,59.885,6,Click on a link or button,The subject line was different than I would expect,I don't remember who the email said it was from,The main body of the email included less information than I expect to be in an email like this,"Yes, I thought it was harmful",11,7.137,54.689,56.031,15,Asked someone else about the email,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Somewhat,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,13.778,337.485,338.338,3,"So, I received an email the other day. I don't usually get emails at this one very often -- well, not related to other stuffs and whatnot. This one was odd to say the least. The sender's name just looked like spam, curious I opened it anyways. Let me just say, the quality was bloody awful. I've never seen so many errors in a message. Anyways, this sender was claiming to be some lonely woman -- housewife? And, wanted somebody to make her 'feel' again. The email provided a link. I didn't click it. Didn't the other day, your sister received a similar email? ",Somewhat easy,2.04,42.032,46.123,13,Some high school,Unemployed not looking for work,"$35,000 to $49,999",Good,Good,Good,Good,Some,None,None,None,None,Had a virus on your computer or mobile device,1067,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",R_umEXziN2ul1fL57,NULL,5e44a674-8bec-6573-f44e-59c46f79e9cd,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 20:33:48,2020-02-12 20:51:20,IP Address,100,1052,TRUE,2020-02-12 20:51:20,R_1MM89Dmr3dH2Uaz,,,,,anonymous,EN,10.612,20.701,21.899,6,Chrome,79.0.3945.130,Windows NT 10.0,1366x768,I agree,16.349,16.349,17.982,1,No,No,56,"Yes, I have received email messages like this in the past.",Woman,,"Hispanic, Latino or Spanish",,34.977,85.115,101.471,5,the email has a link to click,when you need to click the link to obtain the information,click the following link,22.821,93.77,94.932,15,when I received I didn't  click and erased it,the link,need the information,click a link,22.901,57.055,58.68,13,Sender's name,Within the last month,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,14.964,77.184,78.684,39,Somewhat agree,I'm not sure,No,I did not know the sender,No,Somewhat agree,8.648,98.46,100.095,48,"Click on a link or button,Take some action outside of the email",The subject line was different than I would expect,The sender's email address looked different than I would expect,The main body of the email included more information than I expect to be in an email like this,"Yes, I thought it was harmful",9,9.125,140.388,141.987,54,None of the above,,I did not try to contact the sender,I was still not sure whether the email was safe or not,9,Deleted the email,Quite a bit,Not at all,Somewhat,Somewhat,Not at all,Not at all,Quite a bit,An extreme amount,Neither agree nor disagree,12.372,225.412,227.129,22,"I would say to a friend that if someone send you an email in which you need to click it to open the information, then don't do that. There is a lot of scam doing this to steal your information or hacked in your computer. In addition, after you receive a suspicious email, you need to find out information about the person or company who sent it. Also, you need to report that suspicious activity.",Neither easy nor difficult,4.17,86.72,87.854,29,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Retired,"$25,000 to $34,999",Full,Some,Good,Good,Good,Good,None,None,None,Had a virus on your computer or mobile device,1052,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_1MM89Dmr3dH2Uaz,NULL,5e44a76c-266d-9017-8599-664280c0a417,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 20:59:09,2020-02-12 20:59:39,IP Address,100,30,TRUE,2020-02-12 20:59:39,R_BKVuwsULe2EJAxb,,,,,anonymous,EN,0.911,4.694,5.452,2,Safari iPhone,Unknown,iPhone,375x667,I agree,1.86,1.86,3.019,1,No,No,23,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_BKVuwsULe2EJAxb,ineligible,5e44ad2e-e555-2c45-b8f9-0f51f7f9fd85,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 21:10:15,2020-02-12 21:11:01,IP Address,100,46,TRUE,2020-02-12 21:11:02,R_1ODDYLxA2e8ookN,,,,,anonymous,EN,10.145,10.145,11.538,1,Chrome,79.0.3945.119,CrOS x86_64 12607.81.0,1138x640,I agree,4.584,4.584,5.785,1,No,No,59,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,"Mozilla/5.0 (X11; CrOS x86_64 12607.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.119 Safari/537.36",R_1ODDYLxA2e8ookN,ineligible,5e44afbd-0c5e-5162-c8fb-4cb08372578c,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 21:05:57,2020-02-12 21:13:11,IP Address,100,433,TRUE,2020-02-12 21:13:11,R_2q43sEbmhDAHIVX,,,,,anonymous,EN,7.861,15.295,16.235,10,Chrome,80.0.3987.87,Android 9,360x720,I agree,9.471,9.471,10.493,1,I'm not sure,I'm not sure,35,"Yes, I have received email messages like this in the past.",Woman,,White,,7.625,128.276,129.008,31,Some sex site emailed me and I don't believe in those sites,It's was sexual and gross,They told me if I sent the pics of myself I would earn free money I don't think so,12.348,141.279,153.987,27,It came thru to my email and when I clicked it it took me to some weird porn site,The web link,The web address,Send naked pics of myself,2.074,53.418,53.891,23,"File(s) attached to the email,Link(s) in the email,What the email was about,Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Longer than one year ago,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,"Mozilla/5.0 (Linux; Android 9; moto g(6) play Build/PCPS29.118-67-3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_2q43sEbmhDAHIVX,failed attention check,5e44aecf-df19-1b00-2994-a34f57335730,7137451,H,Qual2726-0122-PhishingEmails,,2,attn,
2020-02-12 21:02:59,2020-02-12 21:14:51,IP Address,100,712,TRUE,2020-02-12 21:14:52,R_2xXm9x0uxWjlyzc,,,,,anonymous,EN,0.53,2.821,3.676,3,Chrome,69.0.3497.100,Android 8.0.0,360x640,I agree,2.18,2.18,2.719,1,No,No,26,"Yes, I have received email messages like this in the past.",Man,,White,,1.128,114.626,115.271,14,An email with links to malware site or an email saying that it has your information. ,If it is from a sender you have no idea about.,Am email with a link for free gift cards. And an email for porn. ,0.792,94.594,102.535,19,The email for porn talked about horny people in your area. ,I did not watch porn,it was well actually easy,it wanted to click away,0.891,17.262,18.065,13,Link(s) in the email,Within the last year,Somewhat disagree,Personal Email account,,I don't remember,,Other (please describe),A random person,0.674,33.165,34.188,21,Somewhat agree,No,No,I did not know the sender,No,Strongly agree,0.754,38.77,39.37,32,Click on a link or button,The subject line was different than I would expect,The sender's name looked different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",11,0.679,63.492,64.26,36,Other,deleted it immediately,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Strongly disagree,1.28,193.774,194.502,25,I remember getting an email about link to a porn website. It was inside the spam folder and talked about seeing horny people in the area. I knew that this was a scam of sorts because I never requested anything to do with porn. I blocked the send from anymore email. I then quickly erased the email and removed it from the trash. ,Somewhat difficult,0.925,57.097,57.927,48,4-year college degree,Employed part time,"$50,000 to $74,999",Good,Good,None,Good,Little,Some,None,None,None,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device",712,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36",R_2xXm9x0uxWjlyzc,NULL,5e44ae48-8d6c-bf5f-bf95-f45d352cb7d6,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 21:13:22,2020-02-12 21:15:35,IP Address,100,132,TRUE,2020-02-12 21:15:35,R_1QAznZkmzbPUgl5,,,,,anonymous,EN,2.397,15.233,16.901,3,Safari iPhone,Unknown,iPhone,320x568,I agree,6.41,6.41,7.429,1,No,No,64,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_1QAznZkmzbPUgl5,ineligible,5e44b05a-92f0-7b8c-f6e1-14262dc51d11,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 21:16:56,2020-02-12 21:17:14,IP Address,100,17,TRUE,2020-02-12 21:17:14,R_1j9XvHJK6RpCde8,,,,,anonymous,EN,1.566,13.101,14.159,11,Chrome,80.0.3987.87,Android 9,360x760,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Mozilla/5.0 (Linux; Android 9; moto g(7) power Build/PPOS29.114-134-7; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_1j9XvHJK6RpCde8,declined consent,5e44b151-9bfe-b534-88b2-6c705ed84233,7137451,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-12 21:22:00,2020-02-12 21:22:59,IP Address,100,59,TRUE,2020-02-12 21:22:59,R_3KCmUSR5fgp3gq8,,,,,anonymous,EN,7.501,8.663,10.649,2,Chrome,80.0.3987.100,Windows NT 6.1,1920x1080,I agree,2.747,2.747,4.488,1,No,No,66,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",R_3KCmUSR5fgp3gq8,ineligible,5e44b262-0bea-be3e-6dc5-9f66133d2bc8,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-12 21:09:35,2020-02-12 21:24:48,IP Address,100,912,TRUE,2020-02-12 21:24:48,R_33qcBEo7UGc27Ck,,,,,anonymous,EN,9.995,26.328,27.477,4,Safari iPhone,13.0.4,iPhone,414x896,I agree,3.993,3.993,4.928,1,No,No,41,"Yes, I have received email messages like this in the past.",Woman,,White,,8.081,150.615,151.336,8,Spelling errors and asking for personal info,Saying I will lose service or in trouble with the law. ,"Credit card companies, stores, utilities 
Changed our system. Enter credit card or other info so not to lose service. ",13.368,70.259,88.29,7,Discover card. Needed my updated info or account would be closed. ,Asking for personal info,Worried my account was closed,Give my personal info,8.164,27.831,29.463,10,"Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Longer than one year ago,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,7.071,34.283,35.499,16,Somewhat disagree,Yes,Yes,More than 10 years,No,Strongly agree,5.407,66.617,67.259,17,"Click on a link or button,Respond to the email with some information",The subject line was different than I would expect,The sender's name looked different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",4,0.535,135.737,136.96,67,Other,Called Discover,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",An extreme amount,Moderately,An extreme amount,An extreme amount,Quite a bit,An extreme amount,An extreme amount,An extreme amount,Somewhat agree,9.779,257.525,258.496,20,"“Discover” emailed me that my card was shut off. They needed my immediate attention to reactivate my account.  The sender wanted  me to click a link to supply personal information, including my social security number and credit card number.  The Discover logo looked off and the wording had quite a few grammatical errors. I called Discover Card. My account was fine. They called it a phishing scheme. ",Extremely easy,5.217,54.427,54.47,21,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Unemployed looking for work,"$100,000 to $149,999",Little,Some,Good,Good,None,None,None,None,None,"Received a notification from a company that your information was involved in a data breach,Identity theft more extensive than use of your credit card number without permission",912,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1",R_33qcBEo7UGc27Ck,NULL,5e44af92-b6cc-4f85-75ed-f540f486849b,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 21:08:01,2020-02-12 21:29:18,IP Address,100,1276,TRUE,2020-02-12 21:29:18,R_1jDSlWzYHQnjrqF,,,,,anonymous,EN,19.329,19.329,20.759,1,Chrome,80.0.3987.100,Windows NT 6.2,1366x768,I agree,6.06,6.06,8.395,1,No,No,41,"Yes, I have received email messages like this in the past.",Woman,,"Some Other Race, Ethnicity or Origin (please specify)",prefer not to say,16.192,75.497,84.727,2,none,not sure,don't know,11.657,110.325,124.137,5,deleted it because it looked wrong,did not make any sense,it was not hard,open it and look ,52.387,79.075,81.587,4,Sender's name,Within the last month,Somewhat disagree,Work Email account,,I don't remember,,"A company, business or other organization",,16.908,64.851,78.106,7,Somewhat agree,I'm not sure,I'm not sure,I did not know the sender,No,Somewhat agree,12.129,81.193,82.152,6,Click on a link or button,The subject line was different than I would expect,The sender's email address looked different than I would expect,I don't remember much about the main body of the email,I don't remember,8,7.9,116.181,117.493,16,Looked at email headers,,I did not try to contact the sender,"No, the email was definitely not safe",8,Deleted the email,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,77.379,362.731,369.137,5,"Well Hi Bill, I got an email today, sure looked funny, the spelling was a little off and the wording was different too.  What do you think I should do with it? What just delete it. But what would be the point of that. I mean how will we know what it is if we don't open it.  well it could have a virus, but then it could be important, so what to do? !! Well I did end up deleting it and don't know if it had a virus or not.",Neither easy nor difficult,2.824,219.471,220.622,13,4-year college degree,Employed full time,"$75,000 to $99,999",Little,None,Little,Little,None,None,None,None,Little,None of the above,1276,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",R_1jDSlWzYHQnjrqF,NULL,5e44af40-fde1-a018-46d9-0afc879c8737,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 21:18:37,2020-02-12 21:32:47,IP Address,100,850,TRUE,2020-02-12 21:32:48,R_2nnfW3t4hYWfvRT,,,,,anonymous,EN,1.364,7.541,8.2,3,Safari iPhone,Unknown,iPhone,375x667,I agree,3.409,3.409,4.476,1,No,No,51,"Yes, I have received email messages like this in the past.",Woman,,White,,4.097,80.936,109.158,10,The message area had character s,"Subject field odd
Not knowing the sender
",Capital one spelled with character s,2.844,61.084,70.034,12,I didn’t open just deleted,The subject and sender,Not hard know what I usually get,Telling me I won’t stuff. ,4.411,33.094,34.067,16,"What the email was about,Company or business the sender belonged to,Formatting or colors in the email",Within the last day,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,2.482,49.398,50.211,20,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,2.621,57.221,57.951,21,None of the above,The subject line was different than I would expect,The sender's name looked different than I would expect,I don't remember much about the main body of the email,"Yes, I thought it was harmful",9,0.708,77.244,78.949,34,Looked at email headers,,I did not try to contact the sender,I was still not sure whether the email was safe or not,8,Deleted the email,Not at all,Not at all,Somewhat,Moderately,Quite a bit,Somewhat,Moderately,Quite a bit,Strongly disagree,2.434,310.157,310.772,34,I got this odd email from capital one but the subject field letters were replaced with random characters.   And it said I won a lot lot of  $$ lol.  I didn’t recall entering a contest from capital one. And I don’t used capital one so thought that was odd. I didn’t open the email   And I erased it. And have been watching my email closely now. ,Extremely easy,1.921,54.44,55.201,31,4-year college degree,Employed full time,"$75,000 to $99,999",None,None,None,None,Little,None,None,None,None,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach,Stranger used your credit card number without your knowledge or permission",850,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_2nnfW3t4hYWfvRT,NULL,5e44b1c5-8a77-94db-19ae-159834033879,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 21:10:02,2020-02-12 21:34:25,IP Address,100,1462,TRUE,2020-02-12 21:34:25,R_1ikeSQnaZE15o4C,,,,,anonymous,EN,2.61,14.607,15.825,7,Chrome,80.0.3987.87,Android 6.0.1,360x640,I agree,4.098,4.307,5.392,2,No,No,26,"Yes, I have received email messages like this in the past.",Woman,,"White,American Indian or Alaska Native",,184.142,515.631,622.942,25,Emails can compromise the security of your device using malware or spyware. ,The email address looks suspicious. You dont reconginize the address. They can claim to need confirmation of something you didn't order. They will try to get you to click a link. Bad English and bad grammar. Using only your email address instead of your name. ,"I've received many claiming I've won a prize. Many that I need to confirm a delivery. Advertisements for things like meds, psychic and dating sites",10.174,165.66,194.565,21,"They claimed to be FedEx, that they couldn't deliver a package unless I ""confirmed"" the order, asking thatch click a link within the email ",The email address was gibberish ,"It wasnt, i blocked it",Click a hyperlink to website,19.367,53.533,57.227,27,"Link(s) in the email,What the email was about,Sender's name,Request for action in the email,Mistakes or poor quality",Within the last week,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,5.139,24.468,25.721,23,Strongly agree,No,No,I did not know the sender,No,Strongly agree,6.457,62.801,66.5,45,Click on a link or button,The subject line was different than I would expect,The sender's email address looked different than I would expect,The main body of the email included less information than I expect to be in an email like this,"Yes, I thought it was harmful",11,4.62,60.97,62.245,48,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,10.328,246.147,246.989,70,"I received a shady email claiming to be FedEx unable to deliver my package. I knew right away it was not actually legit. I saw the email address was nonsense and didn't even do try have to company name within it at all, it didnt have any details I would excpect, I reported it and blocked the email address it came from.",Extremely easy,1.3,59.028,62.001,49,High school graduate or GED certificate,Employed part time,"$25,000 to $34,999",Full,Full,Full,Full,Full,None,None,Full,None,None of the above,1462,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J327P Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.87 Mobile Safari/537.36",R_1ikeSQnaZE15o4C,NULL,5e44af8f-2f55-fb3b-c81f-01f54555da0c,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
2020-02-12 21:07:23,2020-02-12 21:35:44,IP Address,100,1700,TRUE,2020-02-12 21:35:44,R_YaGJLu8yKsVSJEJ,,,,,anonymous,EN,16.789,78.562,79.423,20,Safari iPhone,13.0.5,iPhone,414x736,I agree,4.977,9.08,10.209,2,I'm not sure,No,26,"Yes, I have received email messages like this in the past.",Woman,,"White,Hispanic, Latino or Spanish,Some Other Race, Ethnicity or Origin (please specify)",German,6.104,166.167,269.84,16,If it looks like a normal email but contains a link that if you click on it you can get a virus,"Unfamiliar name
It talks about a topic I’m not aware of
It sounds staged like it could be posted to multiple people
Everything  usually typed perfectly ","I received a couple emails about bank loans that I never signed up for.
Also some “flirting” emails that seemed like someone knew me
Another email sent me a link and had the name of an old friend",14.028,173.997,180.35,14,An email I got a long while ago had the exact name of an old high school friend. Sending me various links to click. I considered it from the name but I realized  it was more coincidence I never clicked anything.,The email was short,I thought a friend sent,Click the link,3.164,28.053,29.317,15,"Sender's name,Request for action in the email,Length of the email",Longer than one year ago,Somewhat disagree,Personal Email account,,This email was of a personal nature,,A close friend or family member,,1.908,60.133,60.901,22,Strongly agree,Yes,No,I don't remember,No,Strongly agree,7.044,164.182,165.144,32,Click on a link or button,The subject line was different than I would expect,The sender's email address looked different than I would expect,The main body of the email included less information than I expect to be in an email like this,"Yes, I thought it was harmful",10,0.951,70.641,72.191,39,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",9,I don't remember,Somewhat,Not at all,Moderately,Somewhat,Somewhat,Somewhat,Somewhat,Moderately,Somewhat agree,5.027,410.074,412.225,14,I got a notification on my phone that I got an email. When I checked it the first thing that stood out was the exact name of an old high school friend. Then when I clicked it I noticed it was very short. It had a link. It wanted me to click the link and it was very direct about it. At first I thought about it but then I thought I could get a virus on my phone and decided not too but other than that I don’t remember what else transpired.,Extremely easy,1.566,46.722,49.266,28,"Some college, no 4-year degree",Employed part time,"$25,000 to $34,999",Some,Some,Some,Good,Some,Some,Some,Little,Little,Had a virus on your computer or mobile device,1700,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_YaGJLu8yKsVSJEJ,NULL,5e44af01-7e9d-8ee1-1190-8f630c6e7ba6,7137451,H,Qual2726-0122-PhishingEmails,,1,,165
